NOTE:
FFi=-1 means that there is no Flop input to the target net n
FFo=-1 means that there is no Flop output from the target net n
PI=-1 means that there is no primary input reachable to target net n


LGFi_avg: 1.9382303839732888
FFi_avg: 3.571285475792988
PI_avg: 11.142904841402338
FFo_avg: 4.216026711185309
PO_avg: 10.85575959933222


Net	LGFi	FFi	FFo	PI	PO
n2981gat	9	3	3	10	7
n1413gat	3	2	4	9	8
n1408gat	3	3	4	16	8
n1407gat	3	3	4	16	8
n2258gat	2	2	5	15	8
n2255gat	2	2	5	15	8
n2132gat	2	2	5	15	8
n2130gat	3	3	5	16	8
n3007gat	4	3	4	17	18
n2250gat	2	2	5	16	19
n2249gat	3	3	5	17	19
n1710gat	2	4	5	19	8
n1630gat	4	3	5	18	8
n1894gat	3	3	5	19	8
n1847gat	3	3	5	18	8
n1846gat	2	3	5	18	8
n2055gat	3	3	5	20	8
n1967gat	2	4	5	21	8
n1959gat	2	3	5	20	8
n1957gat	2	3	5	20	8
n2211gat	3	3	5	18	8
n2210gat	2	2	5	17	8
n2053gat	2	2	5	17	8
n1964gat	2	2	5	17	8
n2350gat	2	2	5	17	8
n2282gat	4	3	5	18	8
n2213gat	3	2	5	17	8
n2150gat	2	2	5	17	8
n2149gat	3	3	5	18	8
n2995gat	3	4	7	21	23
n1962gat	2	3	8	20	24
n2999gat	4	3	4	19	20
n1972gat	2	3	5	19	21
n1971gat	3	2	5	18	21
n3011gat	3	3	7	18	23
n2331gat	2	2	8	17	24
n3015gat	4	3	4	19	20
n2566gat	2	3	5	19	21
n2565gat	3	2	5	18	21
n141gat	3	2	6	12	20
n38gat	2	3	6	13	20
n37gat	2	2	6	12	20
n1074gat	3	8	3	4	17
n872gat	2	5	3	6	17
n234gat	2	3	6	13	20
n137gat	2	2	6	12	20
n378gat	2	5	3	6	17
n377gat	3	8	3	4	17
n250gat	3	2	6	12	18
n249gat	2	2	6	12	18
n248gat	2	3	6	13	18
n869gat	2	10	3	4	15
n453gat	2	5	3	6	15
n448gat	2	12	3	4	15
n251gat	2	3	6	13	18
n244gat	2	2	6	12	18
n974gat	2	12	3	4	15
n973gat	2	5	3	6	15
n870gat	2	10	3	4	15
n246gat	3	2	8	12	20
n245gat	2	2	8	12	20
n460gat	3	3	6	13	18
n459gat	2	2	6	12	18
n975gat	2	12	3	4	15
n972gat	2	5	3	6	15
n969gat	2	10	3	4	15
n145gat	2	2	6	12	18
n143gat	4	3	6	13	18
n971gat	2	12	3	4	15
n970gat	2	5	3	6	15
n968gat	2	10	3	4	15
n142gat	3	2	6	12	18
n40gat	2	2	6	12	18
n39gat	4	3	6	13	18
n772gat	2	12	3	4	15
n451gat	2	5	3	6	15
n446gat	2	10	3	4	15
n139gat	3	2	8	12	22
n136gat	2	2	8	12	22
n391gat	2	2	6	12	20
n390gat	3	3	6	13	20
n1083gat	2	5	3	6	17
n1077gat	3	8	3	4	17
n242gat	2	2	6	12	20
n240gat	4	3	6	13	20
n871gat	2	5	3	6	17
n797gat	3	8	3	4	17
n324gat	3	2	6	12	20
n238gat	2	2	6	12	20
n237gat	4	3	6	13	20
n1082gat	2	5	3	6	17
n796gat	3	8	3	4	17
n1599gat	2	3	-1	8	5
I3999	3	2	-1	12	7
n1586gat	2	2	-1	9	4
n1755gat	3	2	-1	11	4
I4023	3	3	4	16	16
n1470gat	4	3	-1	15	7
n1400gat	2	3	-1	15	7
n1399gat	3	2	-1	15	7
n1398gat	3	3	-1	16	7
I4144	3	3	2	20	13
n1467gat	2	5	-1	17	10
n1466gat	3	2	-1	16	10
n2985gat	9	3	-1	8	6
n1686gat	3	2	-1	7	7
n1533gat	2	3	-1	15	7
n1532gat	3	3	-1	17	7
n1531gat	2	3	-1	19	7
I4216	3	3	-1	14	8
n2931gat	8	4	-1	9	7
n1100gat	2	3	-1	8	8
n994gat	2	3	-1	8	8
n989gat	2	3	-1	8	8
n880gat	2	3	-1	8	8
n2943gat	4	4	-1	9	9
n1012gat	2	3	-1	8	10
n905gat	2	3	-1	8	10
n1003gat	4	5	-1	7	7
n902gat	4	5	-1	8	7
n1099gat	2	3	-1	8	8
n998gat	2	3	-1	8	8
n995gat	2	3	-1	8	8
n980gat	2	3	-1	8	8
n2960gat	4	4	-1	9	9
n1175gat	2	3	-1	8	10
n1174gat	2	3	-1	8	10
n1001gat	3	6	-1	7	7
n999gat	4	5	-1	8	7
n2969gat	4	4	-1	9	9
n1323gat	2	3	-1	8	10
n1264gat	2	3	-1	8	10
n981gat	2	3	-1	8	8
n890gat	2	3	-1	8	8
n889gat	2	3	-1	8	8
n886gat	2	3	-1	8	8
n892gat	4	5	-1	8	7
n891gat	3	6	-1	7	7
n2942gat	4	4	-1	9	9
n904gat	2	3	-1	8	10
n903gat	2	3	-1	8	10
n1152gat	2	3	-1	8	8
n1092gat	2	3	-1	8	8
n997gat	2	3	-1	8	8
n993gat	2	3	-1	8	8
n900gat	4	5	-1	8	7
n895gat	3	6	-1	7	7
n1094gat	2	3	-1	8	8
n1093gat	2	3	-1	8	8
n988gat	2	3	-1	8	8
n984gat	2	3	-1	8	8
n2965gat	4	4	-1	9	9
n1267gat	2	3	-1	8	10
n1257gat	2	3	-1	8	10
n1178gat	3	6	-1	7	7
n1116gat	4	5	-1	8	7
n2961gat	4	4	14	9	9
n1375gat	2	3	15	8	10
n1324gat	2	3	15	8	10
n1091gat	2	3	15	8	8
n1088gat	2	3	15	8	8
n992gat	2	3	15	8	8
n987gat	2	3	15	8	8
n899gat	4	5	12	8	7
n896gat	3	6	12	7	7
n2967gat	4	4	-1	9	9
n1262gat	2	3	-1	8	10
n1260gat	2	3	-1	8	10
n1098gat	2	3	-1	8	8
n1090gat	2	3	-1	8	8
n986gat	2	3	-1	8	8
n885gat	2	3	-1	8	8
n901gat	4	5	-1	8	7
n893gat	3	6	-1	7	7
n1097gat	2	3	18	8	8
n1089gat	2	3	18	8	8
n1087gat	2	3	18	8	8
n991gat	2	3	18	8	8
n2968gat	4	4	-1	9	9
n1326gat	2	3	-1	8	10
n1261gat	2	3	-1	8	10
n1177gat	3	6	-1	7	7
n1115gat	4	5	-1	8	7
n2944gat	3	3	-1	9	7
n977gat	2	2	-1	8	8
n2945gat	8	4	-1	9	7
n1096gat	2	3	-1	8	8
n1095gat	2	3	-1	8	8
n990gat	2	3	-1	8	8
n979gat	2	9	-1	8	8
n2962gat	4	4	-1	9	9
n1176gat	2	3	-1	8	10
n1173gat	2	3	-1	8	10
n1004gat	4	5	-1	7	7
n1000gat	4	6	-1	8	7
n1029gat	3	5	-1	8	5
n1028gat	3	5	-1	8	5
n1031gat	2	6	-1	8	5
n1030gat	2	6	-1	8	5
n1011gat	2	6	-1	8	5
n1181gat	2	6	-1	8	5
n1010gat	2	6	-1	8	5
n1005gat	2	6	-1	8	5
n1182gat	2	6	15	8	5
n73gat	2	8	-1	3	5
n70gat	2	10	-1	4	5
n77gat	2	8	-1	3	5
n13gat	2	10	-1	4	5
n1935gat	2	3	3	10	10
I3896	4	3	10	9	14
n197gat	2	10	3	6	12
n22gat	2	8	3	5	12
n93gat	4	9	2	6	11
n2239gat	2	5	3	5	10
n2433gat	2	3	7	18	16
n2427gat	2	2	7	18	16
n2583gat	2	8	2	21	8
n2650gat	2	6	2	17	8
n2617gat	2	8	2	21	8
n1598gat	2	7	5	15	9
n1154gat	10	5	4	11	8
n1411gat	5	6	3	12	7
n1498gat	3	6	7	12	11
n1607gat	3	2	7	12	11
n1428gat	14	5	4	13	8
n1794gat	2	6	2	15	12
n1796gat	2	6	2	16	12
n1792gat	4	7	1	16	11
n1406gat	5	2	3	14	7
n2664gat	2	5	1	5	8
n1926gat	2	5	3	18	20
n1916gat	2	4	3	17	20
n1994gat	2	5	3	17	20
n1924gat	2	5	3	18	20
n1758gat	2	2	3	11	10
n200gat	2	8	2	5	11
n196gat	2	11	2	6	11
n2018gat	3	2	5	12	15
n89gat	2	6	5	3	19
n1471gat	6	2	-1	13	9
n1472gat	7	3	-1	14	8
n1600gat	2	8	-1	14	10
n1397gat	5	4	-1	15	8
n2005gat	2	5	-1	4	11
n1818gat	3	2	-1	5	10
n1510gat	2	2	-1	15	9
n1459gat	2	3	-1	15	9
n1458gat	4	3	-1	16	8
n1602gat	4	2	-1	14	6
n520gat	2	-1	19	4	14
n519gat	2	-1	19	4	14
n410gat	4	-1	17	6	12
n354gat	4	-1	17	5	12
n408gat	3	-1	14	5	9
n526gat	2	-1	17	4	10
n531gat	2	-1	17	4	10
n530gat	2	-1	17	4	10
n359gat	2	-1	14	7	9
n420gat	4	-1	13	6	8
n801gat	2	3	-1	8	7
n879gat	6	4	-1	9	6
n1255gat	2	3	-1	8	9
n1009gat	4	4	-1	9	8
n409gat	2	-1	14	6	9
n292gat	4	-1	15	5	8
n419gat	4	-1	13	7	8
n1243gat	2	3	-1	8	9
n1171gat	4	4	-1	9	8
n1244gat	2	3	-1	8	9
n1265gat	4	4	-1	9	8
n1254gat	2	3	-1	8	9
n1008gat	4	4	-1	9	8
n1253gat	2	3	-1	8	9
n1266gat	4	4	-1	9	8
n1200gat	2	3	14	8	9
n1172gat	4	4	13	9	8
n1251gat	2	3	-1	8	9
n1259gat	4	4	-1	9	8
n1212gat	2	3	-1	8	9
n1263gat	4	4	-1	9	8
n978gat	6	4	-1	10	6
n1199gat	2	9	-1	8	9
n1252gat	4	5	-1	9	8
n1757gat	2	2	-1	11	7
n3104gat	1	11	-1	8	0
n3105gat	1	11	-1	8	0
n3106gat	1	9	-1	16	0
n3107gat	1	8	-1	15	0
n3108gat	1	8	-1	14	0
n3109gat	1	8	-1	14	0
n3110gat	1	8	-1	14	0
n3111gat	1	8	-1	14	0
n3112gat	1	8	-1	14	0
n3113gat	1	8	-1	14	0
n3114gat	1	8	-1	14	0
n3115gat	1	8	-1	14	0
n3116gat	1	13	-1	19	0
n3117gat	1	11	-1	13	0
n3118gat	1	11	-1	13	0
n3119gat	1	11	-1	13	0
n3120gat	1	11	-1	13	0
n3121gat	1	11	-1	13	0
n3122gat	1	11	-1	13	0
n3123gat	1	9	-1	13	0
n3124gat	1	9	-1	13	0
n3125gat	1	10	-1	13	0
n3126gat	1	9	-1	20	0
n3127gat	1	9	-1	20	0
n3128gat	1	9	-1	20	0
n3129gat	1	12	-1	14	0
n3130gat	1	12	-1	14	0
n3131gat	1	12	-1	14	0
n3132gat	1	12	-1	14	0
n3133gat	1	12	-1	14	0
n3134gat	1	12	-1	14	0
n3135gat	1	12	-1	14	0
n3136gat	1	12	-1	14	0
n3137gat	1	12	-1	14	0
n3138gat	1	12	-1	19	0
n3139gat	1	8	-1	14	0
n3140gat	1	8	-1	14	0
n3141gat	1	9	-1	22	0
n3142gat	1	9	-1	22	0
n3143gat	1	9	-1	17	0
n3144gat	1	9	-1	17	0
n3145gat	1	6	-1	15	0
n3146gat	1	6	-1	13	0
n3147gat	1	6	-1	20	0
n3148gat	1	7	-1	23	0
n3149gat	1	9	-1	18	0
n3150gat	1	8	-1	13	0
n3151gat	1	11	-1	12	0
n3152gat	1	13	-1	12	0
